miRNA,KMG0025_R1,KMG0033_R1,KMG0034_R1,KMG0035_R1,KMG0037_2_R1,KMG0037_R1,KMG0038_R1,KMG0039_R1,KMG0040_R1,KMG0042_R1,KMG0051_R1,KMG0055_R1,KMG0056_R1,KMG0057_R1,KMG0059_R1,KMG0062_R1,KMG0063_R1,KMG0064_2_R1,KMG0064_R1,KMG0066_2_R1,KMG0066_R1,KMG0067_2_R1,KMG0067_R1,KMG0068_2_R1,KMG0068_R1,KMG0069_2_R1,KMG0069_R1,KMG0071_R1,KMG0072_R1,KMG0073_R1,KMG0074_R1,KMG0075_2_R1,KMG0075_R1,KMG0076_R1,KMG0077_2_R1,KMG0077_R1,KMG0078_R1,KMG0079_R1,KMG0080_R1,KMG0081_R1,KMG0083_R1,KMG0084_2_R1,KMG0084_R1,KMG0085_R1,KMG0086_R1,KMG0088_R1,KMG0091_R1,KMG0093_R1,KMG0094_R1,KMG0095_R1,KMG0096_R1,KMG0097_R1,KMG0098_R1,KMG0099_R1,KMG0100_R1,KMG0101_2_R1,KMG0101_R1,KMG0102_R1,KMG0103_R1,KMG0104_R1,KMG0105_R1,KMG0106_R1,KMG0107_R1,KMG0108_R1,KMG0109_2_R1,KMG0109_R1,KMG0110_R1,KMG0111_R1,KMG0112_R1,KMG0113_R1,KMG0114_R1,KMG0115_2_R1,KMG0115_R1,KMG0116_R1,KMG0117_R1,KMG0118_R1,KMG0119_R1,KMG0120_R1,KMG0121_R1,KMG0122_R1,KMG0123_R1,KMG0124_R1,KMG0125_R1,KMG0126_R1,KMG0127_R1,KMG0128_R1,KMG0129_R1,KMG0130_R1,KMG0131_R1,KMG0132_R1,KMG0133_R1,KMG0134_R1,KMG0135_R1,KMG0136_R1,KMG0137_R1,KMG0138_R1,KMG0139_R1,KMG0140_R1,KMG0141_R1,KMG0142_R1,KMG0143_R1,KMG0144_R1,KMG0145_R1,KMG0146_R1,KMG0147_R1,KMG0148_R1,KMG0149_R1,KMG0150_R1,KMG0151_R1,KMG0152_R1,KMG0153_R1,KMG0154_R1,KMG0155_R1,KMG0156_R1,KMG0157_R1,KMG0158_R1,KMG0159_R1,KMG0160_R1,KMG0161_R1,KMG0162_R1,KMG0163_R1,KMG0164_R1,KMG0165_R1,KMG0166_R1,KMG0167_R1,KMG0168_R1,KMG0169_R1,KMG0170_R1,KMG0171_R1,KMG0172_R1,KMG0173_R1,KMG0174_R1,KMG0175_R1,KMG0176_R1,KMG0177_R1,KMG0178_R1,KMG0179_R1,KMG0180_R1,KMG0181_R1,KMG0182_R1,KMG0183_R1,KMG0184_R1,KMG0185_R1,KMG0186_2_R1,KMG0186_R1,KMG0187_2_R1,KMG0187_R1,KMG0188_R1,KMG0189_R1,KMG0190_R1,KMG0191_R1,KMG0192_2_R1,KMG0192_R1,KMG0193_R1,KMG0194_R1,KMG0195_R1,KMG0196_R1,KMG0197_R1,KMG0198_R1,KMG0199_R1,KMG0200_R1,KMG0201_R1,KMG0202_R1,KMG0203_R1,KMG0204_R1,KMG0205_R1,KMG0206_R1,KMG0209_R1,KMG0210_R1,KMG0211_R1,KMG0212_R1,KMG0213_R1,KMG0214_R1,KMG0215_R1,KMG0216_R1,KMG0217_R1,KMG0219_R1,KMG0220_R1,KMG0221_R1,KMG0222_R1,KMG0223_R1,KMG0224_R1,KMG0225_R1,KMG0226_R1,KMG0229_R1,KMG0230_R1,KMG0231_R1,KMG0232_R1,KMG0234_R1,KMG0236_R1,KMG0237_R1,KMG0238_R1,KMG0239_R1,KMG0240_R1,KMG0244_R1,KMG0245_R1,KMG0246_R1,KMG0247_R1,KMG0250_R1,KMG0252_R1,KMG0254_R1,KMG0255_R1,KMG0257_R1,KMG0260_R1,KMG0261_R1,KMG0262_R1,KMG0264_R1,KMG0265_R1,KMG0266_R1,KMG0267_R1,KMG0268_R1,KMG0269_R1,KMG0271_R1,KMG0273_R1,KMG0274_R1,KMG0275_R1,KMG0276_R1,KMG0277_R1,KMG0278_R1,KMG0280_R1,KMG0281_R1,KMG0282_R1,KMG0283_R1,KMG0285_R1,KMG0286_R1,KMG0288_R1,KMG0289_R1,KMG0290_R1,KMG0292_R1,KMG0293_R1,KMG0294_R1,KMG0295_R1,KMG0297_R1,KMG0298_R1,KMG0299_R1,KMG0300_R1,KMG0301_R1,KMG0303_R1,KMG0304_R1,KMG0306_R1,KMG0307_R1,KMG0310_R1,KMG0311_R1,KMG0312_R1,KMG0315_R1,KMG0316_R1,KMG0317_R1
hsa-miR-3922,41.05,3.41,4.94,5.11,0,2.19,1.44,2.52,0,0,0,13.34,0,16.65,2.23,0,0,30.8,0,2.14,0,0,0,7.33,0,4.79,0,0.38,21.24,5.14,4.95,0,0,0,0,0,3.11,8.5,5.62,16.62,0,12.13,0,9.36,0,1.48,0,0,0,14.51,0.61,0,4.22,3.18,5.57,0,0,0,0.46,1.29,0.57,0.95,2.47,5.88,0,0,1.11,4.16,2.88,15.91,0,3.25,3.81,0.92,0,5.65,0,8.02,0,6.42,2.7,9.09,1.27,1.7,2.9,0,2.8,4.72,7.25,7.23,0,0,0,4.02,73.88,6.75,3.41,26.32,6.2,0,18.85,10.76,19.21,17.35,9.32,11.32,0,40.16,5.2,8.4,3.58,15.98,12.37,0,6.14,0,3.45,3.73,1.79,10.96,10.61,3.06,1.74,4.01,2.21,0.99,19.14,23.8,20.59,29.39,13.26,0,0,45.37,8.27,24.5,13.79,11.25,19.19,0,38.66,31.46,39.42,14.78,0,0,0,10.17,33.89,0,0,0,0,10.02,0,0,0,10.33,0,2.64,6.09,3.2,3.66,7.19,1.83,3.8,1.95,0,12.59,0,17.36,0,0,5.91,39.74,72,39.7,22.45,0,0,22.81,0,0,1.37,12.87,2.97,0,0,21.88,0,0,0,0,0,2.38,9.81,13.39,0,9.62,5.57,0,0,3.47,0,0,0,46.57,18.9,0,6.94,29.7,8.34,4.07,0,10.74,6.45,0,14.99,49.52,0,0,0,0,30.4,0,0.91,8.6,0,0,11.39,0,0,4.82,4.49,11.48,2.69,0,0.66,0,0,12.89,0,15.95,0,0,0,30.21
hsa-miR-3941,14.93,5.11,3.29,4.09,0,1.65,0.48,1.08,0,1.97,3.12,8,0,16.65,4.46,1.63,4.92,0,0,2.14,0,7.08,3134.8,17.11,0,14.36,0,1.91,5.31,3.43,0.71,0,0,0,85.29,0,4.66,3.54,22.49,29.09,0,0,0,14.04,3.61,5.9,0,4.2,8.92,11.61,0.61,4.53,3.17,8.74,11.14,0,0,2.58,3.23,3.86,4.6,1.91,4.11,1.47,0,0,5.57,10.41,2.88,11.93,0,9.76,1.99,3.67,64.79,4.71,0,2.67,0,8.56,24.3,0,5.06,8.52,2.32,2.18,5.6,17.32,29.02,7.23,27.58,4.59,6.8,2.87,0,6.75,3.41,6.58,7.57,0,14.14,10.76,9.6,12.24,12.42,4.53,5.29,0,14.31,7,1.79,5.33,12.37,9.41,12.29,0,1.33,2.49,2.98,10.96,17.24,4.08,6.96,6.02,3.69,5.95,24.88,0,23.16,26.94,18.57,19.96,33.36,0,8.27,24.5,32.17,22.5,4.8,0,9.66,17.3,19.71,44.34,139.76,21.9,0,37.28,16.94,0,14.7,0,68.76,5.01,41.61,0,0,1.29,48.84,2.64,12.64,10.96,3.66,1.96,2.75,10.76,2.92,15.28,25.18,0,9.92,321.6,16.3,23.63,44.71,72,13.23,0,16.18,63.43,42.36,0,0,13.66,0,9.92,8.99,118.16,0,0,0,0,31.91,16.4,28.55,8.72,25.44,0,12.83,9.55,71.91,9.36,3.47,53.91,0,0,23.29,0,0,20.83,0,8.34,10.17,0,14.32,4.3,0,2.5,22.51,95.66,0,0,0,10.13,0,0.91,51.59,0,27.11,11.39,0,15.35,0,2.69,11.48,0,0,0.66,0,8.86,12.89,46.02,0,5.96,15.04,0,0
hsa-miR-432,208.96,395.07,602.21,637.27,654.13,375.15,1078.74,488.13,1056.79,524.91,1273.91,1069.89,207.34,216.46,488.75,210.33,792.77,195.1,0,789.17,1090.97,275.99,0,301.87,0,282.45,522.47,183.84,207.04,306.69,645.16,0,248.69,562.65,426.43,655.09,234.75,303.31,92.79,311.66,641.81,836.7,0,1441.25,231.33,1065.73,80.72,235.27,624.36,101.57,139.92,49.88,1012.65,347.92,662.67,324.66,0,365.79,573.44,1145.34,64.35,31.5,919.98,282.01,296.43,287.6,240.65,174.81,269.17,51.7,625.75,32.54,43.14,548.02,0,173.2,68.79,415.93,213.84,492.13,110.69,972.58,320.23,400.53,346.82,264.27,121.7,392.03,195.86,151.83,137.92,426.92,115.58,1199.21,591.06,391.36,153.43,282.98,261.61,24.75,47.13,157.75,182.49,205.09,437.96,864.03,47.64,40.16,105.4,198.76,19.68,133.2,169.03,169.41,67.59,79.11,379.06,273.1,530.59,739.65,40.44,242.92,1294.08,527.01,586.49,226.18,143.57,154.69,306.23,75.92,119.38,239.53,58.37,90.73,49.63,24.5,179.26,67.51,33.58,0,28.99,108.53,68.99,14.78,0,21.9,0,61,79.07,42.45,294.05,84.99,68.76,65.15,41.61,50.48,0,7.75,97.67,190.14,339.68,619.17,179.39,436.63,775.54,54.44,1812.16,122.24,50.37,192.82,168.69,0,97.81,64.99,14.9,360.02,13.23,44.9,161.79,179.72,65.17,591.87,288.17,219.94,102.98,83.29,409.03,118.16,21.88,80.8,60.44,160.59,319.1,180.4,275.98,106.8,29.46,24.95,9.62,401.98,207.74,140.43,59.07,242.57,0,50.67,163,245.74,374.12,256.85,920.84,33.35,699.88,0,504.61,731.07,177.46,182.32,252.09,0,0,40.57,90.77,152.01,54.17,421.06,111.78,1579.5,284.66,250.65,53.02,157.35,335.86,332.06,430.49,881.11,0,32.84,83.7,225.99,161.11,138.05,191.38,327.98,528.76,410.99,30.21
hsa-miR-496,14.93,3.41,0.82,5.11,0,1.1,0,0,0,5.92,0,5.34,0,0,4.46,1.63,0,0,0,1.34,0,7.08,0,3.67,0,9.57,0,1.91,0,0,0,0,0,0,0,0,2.33,1.42,7.03,0,1.68,0,0,0,3.61,0.49,6.73,0,0,23.22,0.61,0,0,1.59,0,0,0,7.73,1.39,0,1.72,0,6.17,4.41,0,0,0,2.08,5.76,3.98,4.38,6.51,2.9,0.92,0,0,0,1.34,4.7,4.28,16.2,0,0,0,0.58,4.37,0,0,14.51,0,0,9.18,0,1.15,73.88,13.5,3.41,6.58,8.26,24.75,0,7.17,7.68,7.14,1.55,7.93,0,0,20.82,4.2,3.58,5.33,4.12,0,0,0,0.8,0.62,0.89,0,45.74,0,0,0,1.11,5.95,22.97,0,2.57,4.9,15.92,0,0,0,0,0,9.19,0,9.59,0,0,7.86,0,0,0,0,0,13.56,5.65,0,9.8,0,0,15.03,97.09,0,0,0,16.28,0,1.81,1.37,14.64,3.92,0.92,1.9,1.17,0,0,0,4.96,0,0,5.91,4.97,0,0,0,0,0,19.55,0,0,5.46,0,2.97,0,0,0,16.16,4.32,0,0,0,16.65,7.63,9.37,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,4.07,0,7.16,3.44,0,0,15.76,0,0,0,0,20.27,0,1.82,0,0,0,0,0,0,3.21,0.9,28.7,0,0,0,0,4.43,0,0,0,0,0,0,0
hsa-miR-500a,52.24,34.06,14.81,11.23,0,1.1,2.89,4.68,13.68,7.89,4.16,16.01,9.87,11.89,15.62,8.15,7.03,77.01,0,4.82,0,7.08,0,22.61,0,23.94,0,4.2,5.31,8.57,6.37,0,62.17,10.67,0,0,10.88,7.09,27.41,16.62,11.76,0,0,4.68,0,6.4,0,4.2,8.92,2.9,4.26,6.05,2.11,3.97,5.57,0,0,2.58,16.17,6.43,4.6,9.55,15.21,11.75,0,0,12.26,2.08,12.95,11.93,8.75,9.76,5.08,7.34,32.4,7.53,0,5.35,2.35,12.84,27,18.18,6.33,10.23,4.06,13.1,2.8,18.89,7.25,7.23,27.58,0,0,4.02,0,6.75,6.82,46.07,24.1,0,23.57,39.44,32.66,21.43,15.53,26.05,15.88,0,6.51,11.2,12.53,31.97,12.37,9.41,8.19,0,9.81,6.84,7.75,5.48,19.89,5.1,13.05,8.02,12.16,9.92,24.88,0,30.88,34.29,68.98,19.96,16.68,0,0,0,18.39,22.5,23.98,0,32.22,23.59,19.71,14.78,0,0,0,50.83,39.53,0,9.8,0,68.76,15.03,69.35,0,0,1.29,0,18.49,15.35,12.33,18.31,16.34,3.67,18.99,6.63,0,12.59,42.85,39.69,0,16.3,88.63,49.68,0,13.23,0,48.54,0,39.1,30.61,0,17.76,12.87,19.83,13.48,0,43.76,16.16,21.59,0,0,0,40.45,19.62,16.07,37.42,19.24,11.14,31.96,4.68,31.27,26.95,0,0,0,18.9,13.36,34.71,0,25.01,8.14,0,14.32,12.89,0,5,11.25,0,0,0,0,30.4,54.17,7.26,68.79,0,13.56,34.18,14.46,11.51,8.03,10.77,0,8.08,0,3.28,20.92,22.16,25.78,0,0,29.82,7.52,25.69,0
hsa-miR-503,41.05,95.36,37.02,93.96,0,51.56,87.53,265.67,140.22,136.16,118.55,98.72,187.59,83.25,102.66,226.63,80.19,179.69,0,51.45,0,77.84,0,79.44,0,105.32,0,121.67,90.25,92.52,147.85,0,310.87,125.33,149.25,0,65.3,87.87,66.08,54.02,142.81,84.88,0,74.87,61.45,320.31,60.54,46.21,62.44,55.14,64.49,37.79,59.13,96.91,133.65,57.29,0,72.13,71.16,44.35,114.33,90.68,67.42,77.85,59.29,17.97,152.63,114.46,76.29,91.47,196.91,45.55,113.46,34.88,97.19,123.31,78.62,100.31,47,74.89,53.99,63.63,193.66,121.01,111.93,96.1,135.69,135.4,79.79,166.29,0,224.94,95.18,101.66,147.77,101.21,37.51,78.97,112.22,99,47.13,136.24,101.81,33.67,71.44,72.47,79.39,0,54.65,69.99,57.26,106.56,57.72,56.47,124.94,131.86,113.8,139.97,33.39,87.66,79.55,47.97,77.4,70.7,81.47,86.31,47.86,83.3,64.33,68.57,76.94,259.49,25.02,166.34,107.53,73.51,64.35,33.76,119.92,26.62,35.44,59.77,68.99,0,0,21.9,0,71.17,79.07,21.22,58.81,101.99,68.76,70.16,0,50.48,0,19.37,81.39,76.59,67.71,114.61,84.21,93.47,60.5,69,39.75,91.68,75.55,21.42,79.38,0,48.91,88.63,89.42,144.01,79.39,0,48.54,10.57,45.62,51.02,108.06,71.04,115.85,93.2,96.64,118.16,153.15,113.12,164.05,0,63.82,131.2,126.1,30.51,117.83,99.8,76.97,71.64,7.99,37.45,38.22,0,0,114.01,163,170.13,267.23,69.42,29.7,100.04,42.72,0,132.42,53.29,88.73,197.31,47.27,95.66,0,0,45.38,91.21,81.25,83.85,68.79,78.98,54.22,193.68,101.23,122.81,117.31,150.77,109.06,43.11,0,88.01,0,110.78,70.89,23.01,15.95,89.45,90.22,141.28,45.31
hsa-miR-574,100.75,321.84,257.5,358.46,490.6,242.97,745.93,305.26,355.68,536.75,816.35,584.3,730.61,482.88,417.34,541.31,410.1,610.96,468.82,468.41,251.76,410.44,0,281.7,1610.31,368.62,0,191.47,493.72,520.86,253.25,0,373.04,282.66,831.54,655.09,332.7,411.73,318.43,220.24,641.81,1443,0,842.29,889.18,485.63,168.18,588.18,628.82,229.25,298.09,195,823.64,552.86,194.9,821.21,2375.3,188.05,490.73,549.53,314.27,218.58,699.23,333.42,622.5,341.52,378.8,201.87,318.11,155.1,288.81,312.34,196.21,324.96,161.98,352.05,353.78,572.41,368.93,368.03,272.66,463.56,496.17,303.38,245.33,275.19,320.33,262.93,210.37,578.39,303.42,257.07,108.78,427.3,591.06,485.82,354.6,302.73,351.79,0,131.98,164.92,291.99,309.16,330.8,495.99,142.91,160.62,226.41,358.33,248.72,319.68,338.05,1345.87,243.74,298.87,518.59,620.23,570.53,619.11,228.71,554.23,593.12,775.72,417.66,480.14,216.31,142.79,491.52,262.04,225.5,199.61,208.48,166.34,99.26,98.02,174.66,225.05,163.09,0,154.63,234.37,197.1,236.47,419.29,80.28,0,172.83,146.84,84.89,475.38,67.99,103.14,60.14,124.84,0,0,233.72,146.51,266.73,481.43,538.35,336.82,628.15,670.12,339.31,928.1,106.96,327.38,149.97,240.63,0,440.16,100.44,154,72,66.16,224.5,291.22,158.58,107.53,734.74,194.51,427.58,244.57,215.16,292.17,118.16,306.3,339.37,267.65,160.59,63.82,844.62,304.53,201.61,85.69,74.85,131.48,646.36,351.56,285.54,430.87,242.57,0,418.04,93.14,283.54,601.27,329.73,326.75,100.04,408.94,0,261.25,348.13,325.34,189.81,1035.39,0,0,405.66,45.38,385.1,216.67,236.41,232.16,315.9,122,227.86,325.38,341.57,474.06,418.22,281.25,493.1,0,294.26,146.47,358.92,451.12,253.08,223.28,345.87,779.36,295.4,166.14
hsa-miR-592,29.85,18.73,8.23,11.23,0,7.13,20.68,5.76,37.62,27.63,16.64,61.37,29.62,23.79,35.71,14.67,11.25,154.02,0,4.82,83.92,7.08,0,22.61,0,14.36,0,3.81,5.31,25.7,1.41,0,62.17,12,0,0,33.43,5.67,33.04,16.62,1.68,60.63,0,0,0,2.95,6.73,21.01,20.07,40.63,1.83,1.51,9.5,15.89,0,0,0,0,8.78,10.93,11.49,3.82,14.8,8.81,59.29,17.97,5.57,12.49,11.52,23.86,4.38,13.01,9.61,7.34,0,4.71,29.48,2.67,7.05,23.54,37.8,27.27,8.86,13.63,7.54,19.66,8.39,26.77,29.02,36.15,55.17,22.95,0,8.04,0,40.49,6.82,39.49,13.08,0,84.84,25.1,11.53,16.33,18.64,56.62,31.76,0,41.64,26.6,14.31,26.64,24.74,28.24,12.29,43.95,3.18,6.22,6.26,5.48,31.82,8.17,15.65,3.51,12.53,18.85,40.2,11.9,38.6,41.63,34.49,0,8.34,0,16.54,24.5,50.56,11.25,52.76,0,3.22,20.45,0,0,0,7.3,0,40.67,67.77,21.22,24.5,34,0,45.1,41.61,50.48,0,90.39,113.95,31.69,18.96,10.96,21.97,10.46,3.67,8.23,4.68,15.28,25.18,0,9.92,0,16.3,47.27,39.74,0,39.7,0,32.36,21.14,87.98,30.61,7.2,20.49,12.87,15.86,11.24,0,21.88,32.32,4.32,0,0,8.2,33.31,23.97,22.76,12.47,19.24,25.47,79.9,23.4,6.95,26.95,0,63.34,0,18.9,13.36,41.65,29.7,25.01,2.03,0,42.95,14.61,14.79,12.49,9,47.83,0,40.57,0,20.27,0,10.9,0,0,0,0,36.15,15.35,11.25,8.97,40.18,0,0,7.88,41.85,17.72,6.44,46.02,31.9,11.93,15.04,64.22,30.21
hsa-miR-627,134.33,107.28,78.98,43.91,0,52.1,103.4,50.04,64.98,51.31,16.64,50.69,197.46,71.36,60.26,75,65.42,287.51,0,42.34,0,77.84,0,145.43,0,215.43,0,42.34,84.94,90.81,24.05,0,124.35,56,85.29,0,67.63,34.72,95.6,108.04,47.04,84.88,27777.78,51.47,43.37,51.17,60.54,54.62,73.59,46.43,71.79,36.28,57.02,76.26,61.26,95.49,0,2.58,24.03,18.64,50.56,18.14,31.65,39.66,88.93,35.95,42.34,83.24,90.68,95.45,26.26,39.04,49.03,84.45,0,87.54,49.14,36.11,39.95,143.36,143.08,18.18,83.54,109.08,49.88,91.73,34.97,157.44,79.79,86.76,27.58,160.67,47.59,43.65,73.88,148.45,51.14,204.01,133.56,24.75,183.82,157.75,115.26,130.6,161.52,137.02,89.98,80.31,210.8,113.38,112.73,223.78,156.66,103.53,131.09,87.9,54.64,63.45,40.54,120.54,159.1,97.99,90.45,51.65,53.82,113.09,166.54,273.69,146.68,213.06,201.63,79.84,150.11,15.12,57.9,73.51,188.45,101.27,163.09,292.83,90.2,149.43,137.97,73.9,139.76,14.6,0,138.94,152.49,106.12,19.6,50.99,68.76,45.1,41.61,201.94,0,86.52,32.56,21.13,91.41,64.84,234.31,73.21,66,46.21,55.92,137.52,415.52,107.12,119.07,160.8,81.51,289.52,312.97,0,291.11,89.8,113.25,63.43,286.75,112.25,122.47,110.65,0,110.06,107.88,0,109.39,161.61,177,53.53,159.55,213.21,249.81,150.39,220.92,49.9,160.34,136.12,183.77,112.34,180.69,242.57,0,177.35,163,170.13,26.72,142.31,59.41,166.74,81.38,1547.39,271.99,61.03,14.79,87.41,144.05,47.83,0,81.13,0,121.61,0,41.17,146.18,47.39,27.11,79.75,253.07,111.3,61.07,85.26,40.18,53.89,0,28.24,20.92,88.62,109.56,23.01,31.9,89.45,37.59,77.06,151.03
hsa-miR-642a,11.19,25.54,9.87,5.11,0,1.1,1.44,3.24,6.84,1.97,2.08,5.34,19.75,0,2.23,5.71,3.52,10.27,234.41,9.91,0,7.08,0,23.22,0,23.94,0,2.67,15.93,5.14,0.71,0,0,5.33,0,163.77,6.22,6.38,27.41,4.16,0,12.13,0,9.36,3.61,0.98,6.73,4.2,2.23,8.71,3.04,7.56,2.11,7.15,5.57,0,0,0,1.39,3.86,4.6,0.95,2.06,13.22,0,17.97,3.34,10.41,15.83,7.95,0,6.51,5.89,1.84,64.79,0.94,9.83,0,7.05,17.12,21.6,0,3.8,8.52,0.58,6.55,5.6,22.04,0,14.46,0,4.59,0,4.59,0,6.75,13.64,6.58,11.02,0,4.71,21.51,11.53,16.33,26.4,10.19,5.29,40.16,7.81,15.4,25.05,15.98,8.25,0,10.24,0,3.18,5.6,5.96,16.44,32.48,6.12,6.09,5.52,3.69,8.93,30.63,0,12.87,24.49,39.79,19.96,0,30.24,33.09,0,27.58,33.76,28.78,26.62,16.11,15.73,9.86,0,139.76,7.3,0,30.5,56.48,0,24.5,0,0,10.02,13.87,0,0,187.23,16.28,7.92,19.41,9.13,62.24,9.8,8.25,15.19,9.55,15.28,12.59,21.42,9.92,0,0,11.82,14.9,0,92.62,67.35,0,10.57,32.58,10.2,7.2,4.1,0,18.84,24.72,0,21.88,16.16,12.95,0,31.91,16.4,26.17,17.44,24.1,12.47,6.41,16.72,15.98,4.68,13.9,0,0,38,93.14,0,13.36,27.77,0,0,4.07,0,17.89,6.45,14.79,9.99,13.51,0,0,0,0,20.27,0,4.24,25.8,0,27.11,22.79,0,11.51,3.21,3.59,11.48,8.08,0,4.6,0,17.72,19.33,0,0,5.96,10.02,12.84,0
hsa-miR-676,164.18,51.09,18.92,26.55,0,6.03,10.58,1.44,10.26,25.65,10.4,26.68,69.11,45.2,29.01,29.35,6.33,71.88,1406.47,6.97,83.92,77.84,0,34.22,0,71.81,0,4.96,69.01,20.56,55.89,0,62.17,52,21.32,0,21.77,29.76,45.69,195.31,25.2,48.5,0,154.42,50.6,6.4,269.08,105.03,124.87,203.14,2.43,57.44,44.35,27.01,350.83,0,0,170.01,24.49,7.71,5.75,10.5,12.74,42.6,29.64,197.72,35.65,24.97,21.59,83.52,48.13,26.03,32.9,27.54,680.32,16.94,127.76,17.39,0,29.96,24.3,90.9,12.66,18.75,9.28,15.29,15.39,33.06,166.84,180.75,468.93,59.68,319.55,14.36,73.88,195.68,37.51,85.55,27.54,296.99,113.12,46.61,65.31,26.53,45.04,16.99,201.13,80.31,32.53,36.39,34,53.28,57.72,65.88,26.63,114.28,11.41,10.58,7.75,5.48,29.83,15.31,20,11.03,17.33,33.73,80.4,523.57,61.76,129.79,140.61,319.37,208.48,453.65,239.87,171.53,105.72,112.52,129.51,532.42,70.87,84.94,147.83,458.15,419.29,270.04,597.01,77.94,107.31,615.48,98.02,475.94,446.94,85.2,263.54,201.94,1063.54,18.08,244.18,105.64,29.12,15.98,113.49,15.03,9.17,24.06,10.52,168.08,151.1,257.09,24.81,482.39,391.26,47.27,129.16,432.03,66.16,134.7,323.58,306.58,74.95,30.61,100.86,21.86,128.72,36.69,20.23,354.48,196.91,96.96,17.27,481.77,95.73,32.8,59.48,39.23,54.9,137.22,41.69,21.49,183.77,191.92,232.81,107.81,0,12.67,279.42,151.22,13.36,48.59,118.82,266.78,61.04,0,42.95,15.04,295.77,24.98,51.77,47.83,0,162.27,317.69,91.21,460.43,8.78,154.77,157.95,338.88,56.97,132.56,72.92,33.75,13.46,103.32,99.7,0,19.05,292.95,35.45,51.56,483.16,223.28,125.23,12.53,0,332.28
hsa-miR-769,78.36,114.09,64.99,109.27,163.53,112.98,194.78,135.35,133.38,126.29,111.27,74.71,118.48,35.68,116.05,127.17,156.87,118.08,0,77.18,83.92,155.68,0,80.66,0,81.38,1044.93,58.74,106.18,97.66,50.23,0,124.35,134.66,106.61,0,126.71,73.7,94.9,74.8,94.09,218.27,0,51.47,97.59,100.87,33.64,54.62,118.18,75.45,106.46,25.7,71.8,105.65,89.1,190.98,0,61.82,147.86,78.41,57.45,17.18,129.08,118.97,88.93,17.97,84.67,72.84,70.53,75.56,148.78,19.52,14.05,123.01,64.79,128.02,88.45,53.5,65.8,64.19,94.49,109.07,96.2,64.77,104.97,120.12,139.88,56.68,94.3,86.76,27.58,59.68,74.79,137.27,147.77,67.48,122.75,92.13,102.58,24.75,75.41,107.56,74.92,71.42,108.71,117.77,47.64,40.16,104.1,83.98,30.42,58.61,111.31,84.71,36.87,35.16,92.31,95.8,58.13,115.06,187.61,84.72,91.32,112.32,79.99,99.2,76.57,71.4,115.8,95.51,84.9,79.84,41.7,60.49,33.09,73.51,82.73,90.02,62.36,0,93.42,83.37,49.28,29.56,0,87.58,0,135.56,107.31,0,39.21,34,0,190.44,41.61,0,0,15.5,0,66.02,95.92,60.27,95.19,56.87,75.17,46.85,32.93,137.52,125.92,128.55,151.32,0,179.33,118.17,168.91,72,79.39,179.6,161.79,84.57,97.75,163.28,36.02,94.26,141.6,69.41,132.6,0,65.64,48.48,64.76,53.53,255.28,90.2,92.79,59.94,83.01,24.95,25.66,165.57,223.72,42.13,79.92,161.72,0,114.01,23.29,132.32,133.61,104.13,59.41,33.35,89.52,0,110.94,97.56,147.88,114.89,54.02,47.83,0,81.13,0,131.74,27.08,67.2,128.98,63.18,13.56,159.5,45.79,72.92,122.13,127.44,45.92,72.75,0,26.27,41.85,106.35,58,46.02,31.9,77.52,22.55,0,30.21
